job_id,job_title,salary_usd,experience_level,company_location,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,company_name,
AI00452,Research Scientist,222757,EX,Singapore,Norway,0,"Docker, Git, MLOps",Master,10,Real Estate,Neural Networks Co,
AI00453,Data Engineer,160302,EX,Norway,Norway,0,"Mathematics, Scala, NLP, SQL",PhD,11,Retail,Advanced Robotics,
AI00454,NLP Engineer,78913,MI,India,India,100,"PyTorch, Scala, Python",Bachelor,2,Energy,AI Innovations,
AI00455,Research Scientist,226519,EX,Netherlands,France,50,"AWS, Mathematics, NLP, Linux",Master,18,Telecommunications,Autonomous Tech,
AI00456,Research Scientist,175559,SE,Denmark,Denmark,0,"SQL, Data Visualization, MLOps, Java",Bachelor,8,Telecommunications,Cloud AI Solutions,
AI00457,Computer Vision Engineer,141569,SE,Canada,Canada,50,"Azure, Kubernetes, Docker, Computer Vision, Spark",Associate,6,Government,Predictive Systems,
AI00458,NLP Engineer,164894,SE,France,France,100,"Kubernetes, Scala, Mathematics, NLP",Associate,7,Finance,Predictive Systems,
AI00459,Data Analyst,88878,MI,Japan,Japan,0,"Deep Learning, Hadoop, NLP",Master,4,Real Estate,DeepTech Ventures,
AI00460,ML Ops Engineer,101624,SE,Germany,Germany,0,"Azure, Python, NLP, Git, TensorFlow",Master,6,Consulting,Predictive Systems,
AI00461,Head of AI,84728,MI,Singapore,South Korea,100,"Python, TensorFlow, Scala",Master,3,Healthcare,Smart Analytics,
AI00462,Research Scientist,97260,EX,Austria,Austria,100,"Azure, Scala, Statistics",Associate,17,Manufacturing,Algorithmic Solutions,
AI00463,Machine Learning Researcher,69936,MI,Singapore,Singapore,0,"Kubernetes, AWS, Deep Learning, R, Spark",Bachelor,4,Energy,Future Systems,
AI00464,Data Engineer,75400,MI,South Korea,South Korea,0,"Computer Vision, MLOps, Docker, Azure",Associate,3,Transportation,Machine Intelligence Group,
AI00465,ML Ops Engineer,107195,EN,Denmark,Australia,0,"AWS, PyTorch, Tableau, Computer Vision",PhD,0,Retail,TechCorp Inc,
AI00466,Data Scientist,75537,SE,South Korea,South Korea,100,"Hadoop, Mathematics, Scala, PyTorch",Bachelor,8,Real Estate,Quantum Computing Inc,
AI00467,AI Research Scientist,109409,MI,Norway,Singapore,50,"Statistics, Scala, Spark, Java, Azure",Associate,2,Education,DeepTech Ventures,
AI00468,AI Consultant,49641,EN,India,India,100,"Java, Deep Learning, SQL, MLOps",Master,0,Media,Autonomous Tech,
AI00469,Machine Learning Researcher,60830,EN,Denmark,Denmark,0,"Linux, Git, Java, Python, PyTorch",Bachelor,0,Manufacturing,DataVision Ltd,
AI00470,Machine Learning Engineer,48516,EN,South Korea,South Korea,100,"SQL, AWS, Data Visualization, NLP, Java",PhD,1,Automotive,DeepTech Ventures,
AI00471,Computer Vision Engineer,98740,SE,Sweden,Sweden,0,"GCP, Spark, TensorFlow, Kubernetes",Associate,9,Automotive,Advanced Robotics,
AI00472,Data Scientist,109279,EX,China,China,50,"AWS, SQL, Git",Associate,12,Healthcare,Digital Transformation LLC,
AI00473,Deep Learning Engineer,103692,MI,Norway,Norway,0,"AWS, Deep Learning, SQL",Master,2,Energy,Predictive Systems,
AI00474,Machine Learning Researcher,110492,MI,Singapore,Singapore,0,"Azure, R, Tableau, Java",PhD,3,Gaming,Algorithmic Solutions,
AI00475,Data Scientist,226973,EX,Germany,Australia,100,"PyTorch, SQL, Python, R",Master,10,Telecommunications,DeepTech Ventures,
AI00476,Autonomous Systems Engineer,171987,SE,United States,United States,100,"GCP, SQL, Kubernetes, R, PyTorch",Associate,6,Education,Future Systems,
AI00477,AI Consultant,173054,SE,Sweden,Sweden,100,"Git, GCP, MLOps, Deep Learning, Statistics",PhD,6,Finance,Algorithmic Solutions,
AI00478,Autonomous Systems Engineer,73669,MI,Ireland,Ireland,0,"SQL, Hadoop, PyTorch, Tableau, Statistics",Master,2,Finance,Predictive Systems,
AI00479,AI Architect,98984,MI,Denmark,United Kingdom,100,"Git, Python, PyTorch",Bachelor,2,Gaming,Digital Transformation LLC,
AI00480,Data Scientist,101933,MI,United Kingdom,United Kingdom,0,"PyTorch, AWS, Java, Tableau",Associate,2,Education,Algorithmic Solutions,
AI00481,AI Product Manager,107603,SE,Finland,Finland,0,"PyTorch, NLP, Tableau, Computer Vision",Associate,6,Technology,Future Systems,
AI00482,Robotics Engineer,116150,SE,Canada,Canada,0,"PyTorch, Kubernetes, Computer Vision",Bachelor,7,Government,Future Systems,
AI00483,AI Product Manager,170702,EX,United States,United States,100,"Computer Vision, SQL, NLP, Hadoop, TensorFlow",Bachelor,13,Retail,DeepTech Ventures,
AI00484,Data Scientist,149281,EX,Japan,Japan,50,"Spark, TensorFlow, Java, NLP, Deep Learning",PhD,14,Government,Neural Networks Co,
AI00485,Data Scientist,43707,EN,Japan,Japan,0,"Python, Git, TensorFlow, Java",Master,1,Manufacturing,Cognitive Computing,
AI00486,AI Software Engineer,85131,MI,United Kingdom,Germany,50,"R, SQL, Spark",Associate,4,Healthcare,Quantum Computing Inc,
AI00487,AI Specialist,85625,SE,China,Japan,100,"Kubernetes, PyTorch, Git",Associate,9,Telecommunications,Smart Analytics,
AI00488,Computer Vision Engineer,127955,SE,Germany,Germany,100,"Kubernetes, Git, Azure, GCP",Bachelor,6,Automotive,Autonomous Tech,
AI00489,NLP Engineer,53707,EN,China,China,50,"Scala, Python, SQL, GCP",Master,0,Healthcare,Algorithmic Solutions,
AI00490,Deep Learning Engineer,152266,EX,Israel,Israel,50,"Java, Kubernetes, Docker",Associate,12,Energy,Autonomous Tech,
AI00491,Principal Data Scientist,104315,MI,United Kingdom,France,50,"Kubernetes, NLP, Python",PhD,3,Technology,Advanced Robotics,
AI00492,AI Product Manager,49234,MI,Finland,Finland,0,"Python, TensorFlow, Azure, PyTorch, Deep Learning",Master,2,Finance,Algorithmic Solutions,
AI00493,Principal Data Scientist,104397,SE,Australia,Australia,50,"Mathematics, NLP, Deep Learning, Python",PhD,8,Government,Digital Transformation LLC,
AI00494,Data Analyst,117198,SE,France,France,50,"R, Data Visualization, Git, GCP",Bachelor,8,Gaming,Digital Transformation LLC,
AI00495,Machine Learning Engineer,63395,EN,Norway,France,0,"AWS, Spark, Data Visualization, Linux",Associate,0,Transportation,Machine Intelligence Group,
AI00496,AI Specialist,77545,EN,Netherlands,Netherlands,50,"Scala, R, SQL, NLP, Java",Master,0,Retail,DataVision Ltd,
AI00497,AI Software Engineer,161796,SE,Australia,Australia,100,"Spark, PyTorch, TensorFlow, Scala",Associate,9,Finance,Advanced Robotics,
AI00498,Data Analyst,217701,EX,Denmark,Denmark,0,"PyTorch, GCP, Data Visualization, Deep Learning, Azure",Bachelor,10,Healthcare,Cloud AI Solutions,
AI00499,Deep Learning Engineer,128702,SE,Sweden,Canada,100,"Deep Learning, Data Visualization, MLOps, Linux",PhD,8,Healthcare,Neural Networks Co,
AI00500,Machine Learning Engineer,63866,EN,Sweden,Sweden,100,"Python, GCP, Data Visualization",Bachelor,0,Media,Smart Analytics,
AI00501,Data Scientist,171813,SE,Denmark,Sweden,0,"PyTorch, Tableau, GCP",Master,8,Energy,Future Systems,
AI00502,Research Scientist,138694,EX,China,China,100,"Python, Data Visualization, TensorFlow, GCP",Bachelor,19,Education,Predictive Systems,
AI00503,Autonomous Systems Engineer,130454,MI,Singapore,Canada,100,"GCP, Kubernetes, MLOps, Data Visualization",Master,2,Education,TechCorp Inc,
AI00504,Head of AI,145190,SE,Canada,Canada,0,"Git, PyTorch, Spark, NLP, Computer Vision",PhD,5,Technology,Smart Analytics,
AI00505,ML Ops Engineer,47965,MI,Japan,Japan,50,"Python, Git, Computer Vision, TensorFlow",Master,4,Finance,DeepTech Ventures,
AI00506,Data Scientist,61289,EN,Germany,Germany,100,"Python, PyTorch, R",Bachelor,0,Finance,Cognitive Computing,
AI00507,Computer Vision Engineer,73637,SE,Israel,South Korea,50,"Deep Learning, Docker, Java",Bachelor,9,Transportation,Quantum Computing Inc,
AI00508,AI Architect,64826,EN,France,France,0,"GCP, Scala, Java, SQL, Deep Learning",PhD,0,Consulting,Advanced Robotics,
AI00509,NLP Engineer,146600,EX,Japan,Japan,0,"Python, Data Visualization, Kubernetes, TensorFlow, Computer Vision",Bachelor,18,Media,Machine Intelligence Group,
AI00510,AI Software Engineer,172271,SE,Denmark,Germany,50,"Git, R, Scala, Kubernetes",PhD,9,Consulting,Neural Networks Co,
AI00511,AI Specialist,156725,EX,South Korea,Sweden,0,"AWS, Kubernetes, NLP",Associate,19,Media,Advanced Robotics,
AI00512,Robotics Engineer,94680,EN,Denmark,Denmark,0,"Hadoop, Git, PyTorch, Azure, TensorFlow",PhD,1,Transportation,Future Systems,
AI00513,Data Analyst,92035,SE,Israel,Netherlands,100,"AWS, Linux, TensorFlow, Git",PhD,6,Energy,Algorithmic Solutions,
AI00514,Data Engineer,77042,SE,China,China,0,"Data Visualization, MLOps, Python, TensorFlow",Bachelor,6,Education,Machine Intelligence Group,
AI00515,Machine Learning Engineer,272652,EX,Denmark,Denmark,0,"Kubernetes, Java, NLP, Tableau, Hadoop",PhD,19,Automotive,Autonomous Tech,
AI00516,AI Product Manager,117510,MI,France,France,0,"Data Visualization, PyTorch, Tableau",Associate,2,Media,Future Systems,
AI00517,NLP Engineer,80985,EN,Netherlands,Netherlands,0,"Deep Learning, Git, Data Visualization",Bachelor,0,Manufacturing,DataVision Ltd,
AI00518,AI Architect,61352,MI,Japan,Japan,100,"Git, Python, NLP, Linux",Master,3,Technology,TechCorp Inc,
AI00519,AI Research Scientist,77636,SE,Ireland,Ireland,100,"SQL, Linux, Docker, Tableau",PhD,5,Transportation,Predictive Systems,
AI00520,Research Scientist,214326,SE,Denmark,Sweden,50,"Spark, Statistics, SQL, Python",Associate,6,Healthcare,DeepTech Ventures,
AI00521,Data Scientist,71473,MI,Austria,Austria,100,"Kubernetes, Java, Mathematics, TensorFlow, R",Bachelor,4,Education,Neural Networks Co,
AI00522,Head of AI,48920,MI,Japan,Japan,100,"PyTorch, Docker, AWS, Linux, Java",Associate,2,Consulting,Machine Intelligence Group,
AI00523,Data Engineer,63273,MI,South Korea,France,50,"Mathematics, SQL, MLOps",Master,4,Finance,Digital Transformation LLC,
AI00524,AI Product Manager,134087,EX,Australia,Australia,0,"Python, Scala, TensorFlow, Spark, GCP",PhD,12,Consulting,Neural Networks Co,
AI00525,Deep Learning Engineer,142446,SE,Norway,Norway,50,"Git, Python, Kubernetes",PhD,9,Real Estate,Advanced Robotics,
AI00526,AI Specialist,159755,SE,United Kingdom,Singapore,50,"MLOps, PyTorch, Git",PhD,9,Gaming,AI Innovations,
AI00527,Computer Vision Engineer,188034,EX,Germany,Germany,100,"Java, Spark, NLP, Hadoop, Python",Master,13,Telecommunications,Machine Intelligence Group,
AI00528,Data Scientist,125153,SE,Netherlands,South Korea,50,"R, Python, Data Visualization, TensorFlow",Master,9,Manufacturing,TechCorp Inc,
AI00529,Machine Learning Engineer,146076,EX,South Korea,South Korea,50,"Hadoop, Python, Computer Vision",Master,11,Government,Autonomous Tech,
AI00530,Principal Data Scientist,140113,SE,Australia,South Korea,50,"PyTorch, Kubernetes, R",Master,5,Telecommunications,Algorithmic Solutions,
AI00531,AI Software Engineer,73269,EN,United Kingdom,United Kingdom,50,"Kubernetes, Data Visualization, GCP, MLOps, PyTorch",Associate,0,Automotive,Advanced Robotics,
AI00532,AI Software Engineer,103806,MI,United States,United States,100,"NLP, Tableau, Azure, R",Associate,3,Finance,Digital Transformation LLC,
AI00533,Principal Data Scientist,103370,SE,Singapore,Singapore,0,"Hadoop, Python, Git",Bachelor,7,Energy,Autonomous Tech,
AI00534,Machine Learning Engineer,142657,EX,Ireland,Ireland,100,"Python, SQL, Hadoop, Computer Vision",Bachelor,13,Telecommunications,DeepTech Ventures,
AI00535,Research Scientist,291226,EX,Denmark,Denmark,50,"GCP, Git, MLOps, Kubernetes",Bachelor,10,Government,DataVision Ltd,
AI00536,Data Scientist,65226,EN,United States,United States,100,"Python, Git, TensorFlow",Associate,0,Consulting,Machine Intelligence Group,
AI00537,AI Specialist,108886,EN,Switzerland,Switzerland,50,"R, Tableau, Python, Statistics, Deep Learning",Bachelor,0,Real Estate,Cloud AI Solutions,
AI00538,Computer Vision Engineer,271344,EX,Canada,Canada,50,"PyTorch, Tableau, Azure, NLP",Bachelor,17,Retail,TechCorp Inc,
AI00539,Data Scientist,171571,SE,Switzerland,Switzerland,100,"MLOps, R, Data Visualization",Associate,7,Consulting,Algorithmic Solutions,
AI00540,Data Engineer,82918,SE,Finland,Finland,0,"Scala, Hadoop, Spark",PhD,9,Telecommunications,AI Innovations,
AI00541,AI Product Manager,136651,EX,Japan,Finland,0,"GCP, Java, Mathematics, Kubernetes",Bachelor,17,Manufacturing,Machine Intelligence Group,
AI00542,AI Software Engineer,237637,EX,Sweden,Sweden,0,"PyTorch, Python, AWS",Associate,17,Technology,Predictive Systems,
AI00543,AI Consultant,59160,EN,Ireland,United Kingdom,50,"Azure, AWS, GCP, Tableau",Bachelor,0,Transportation,Predictive Systems,
AI00544,Research Scientist,49162,EN,China,China,0,"AWS, Python, Tableau",Associate,0,Media,Smart Analytics,
AI00545,Robotics Engineer,83663,SE,India,India,100,"Linux, AWS, Java, Spark, Deep Learning",Master,5,Technology,Future Systems,
AI00546,Machine Learning Engineer,35782,EN,India,India,50,"Java, TensorFlow, Spark",Master,0,Healthcare,Cognitive Computing,
AI00547,Machine Learning Engineer,115383,SE,Australia,South Korea,50,"Spark, GCP, R, Hadoop, Data Visualization",PhD,8,Education,Future Systems,
AI00548,Head of AI,54121,EN,Finland,Finland,0,"SQL, PyTorch, Tableau, Statistics, Mathematics",Bachelor,1,Automotive,Digital Transformation LLC,
AI00549,AI Software Engineer,135272,EX,India,Denmark,0,"Computer Vision, PyTorch, SQL, Java, R",Bachelor,17,Media,Cognitive Computing,
AI00550,Machine Learning Engineer,46323,EN,Ireland,Ireland,100,"Linux, Tableau, Mathematics, PyTorch, Data Visualization",Bachelor,0,Manufacturing,AI Innovations,
AI00551,Deep Learning Engineer,70013,MI,Finland,Finland,50,"Kubernetes, Linux, Computer Vision, Tableau, Deep Learning",Bachelor,2,Transportation,DeepTech Ventures,
AI00552,Data Scientist,97749,MI,Sweden,Switzerland,50,"SQL, Linux, PyTorch",Master,3,Gaming,TechCorp Inc,
AI00553,AI Consultant,137427,SE,Sweden,Sweden,100,"Kubernetes, Linux, NLP, Docker, Deep Learning",Associate,7,Real Estate,DeepTech Ventures,
AI00554,Robotics Engineer,160234,EX,Canada,Australia,100,"Python, Statistics, Azure, GCP, TensorFlow",PhD,15,Energy,Predictive Systems,
AI00555,Computer Vision Engineer,286216,EX,Denmark,Austria,100,"Java, Linux, NLP, Mathematics",PhD,12,Media,Autonomous Tech,
AI00556,Head of AI,80478,MI,Singapore,Singapore,0,"NLP, PyTorch, Spark, TensorFlow",PhD,4,Technology,Predictive Systems,
AI00557,Robotics Engineer,144224,SE,Singapore,Singapore,50,"AWS, Java, MLOps, R, SQL",Bachelor,9,Manufacturing,Autonomous Tech,
AI00558,ML Ops Engineer,151942,SE,Canada,South Korea,0,"TensorFlow, Mathematics, Data Visualization, Git, Statistics",Bachelor,7,Telecommunications,Predictive Systems,
AI00559,AI Software Engineer,81319,EN,Germany,Sweden,0,"Tableau, TensorFlow, Linux, Python",Bachelor,0,Automotive,Machine Intelligence Group,
AI00560,Data Engineer,259184,EX,Norway,Ireland,100,"Deep Learning, GCP, Python",Master,18,Automotive,Machine Intelligence Group,
AI00561,AI Specialist,105668,EX,China,China,100,"Java, Computer Vision, AWS, MLOps, Hadoop",Associate,11,Retail,Algorithmic Solutions,
AI00562,AI Architect,223289,EX,Norway,Germany,0,"Java, Deep Learning, Tableau, Scala, TensorFlow",Associate,14,Gaming,Autonomous Tech,
AI00563,Research Scientist,62692,MI,India,India,0,"AWS, NLP, Python, Azure",Master,4,Retail,Quantum Computing Inc,
AI00564,AI Research Scientist,70084,EN,Canada,Canada,100,"Spark, AWS, PyTorch, Mathematics, NLP",Associate,0,Retail,DataVision Ltd,
AI00565,Computer Vision Engineer,69418,EN,Canada,Canada,100,"Tableau, AWS, Hadoop",Master,1,Manufacturing,Future Systems,
AI00566,Data Engineer,153083,EX,China,China,0,"TensorFlow, Docker, PyTorch",Bachelor,11,Government,Digital Transformation LLC,
AI00567,Machine Learning Engineer,201269,EX,Denmark,Denmark,100,"Mathematics, Deep Learning, Java",Associate,15,Media,Smart Analytics,
AI00568,AI Software Engineer,148214,EX,Finland,China,50,"Hadoop, GCP, Tableau, R, Git",Associate,19,Telecommunications,Cloud AI Solutions,
AI00569,Data Scientist,97454,MI,Germany,Germany,50,"Docker, Scala, Computer Vision, Linux",Associate,4,Finance,DeepTech Ventures,
AI00570,Autonomous Systems Engineer,130864,SE,Canada,Japan,100,"PyTorch, NLP, SQL, Mathematics",Associate,7,Retail,Algorithmic Solutions,
AI00571,Head of AI,137934,SE,Norway,India,50,"Python, TensorFlow, Statistics, Scala, Git",Bachelor,9,Telecommunications,DeepTech Ventures,
AI00572,AI Architect,313205,EX,Norway,Norway,50,"Kubernetes, AWS, Scala, Spark",Associate,12,Gaming,Cloud AI Solutions,
AI00573,AI Architect,83357,MI,Sweden,Sweden,50,"Git, Mathematics, Tableau, Hadoop",PhD,4,Healthcare,Advanced Robotics,
AI00574,Head of AI,109917,SE,China,United States,100,"Git, Computer Vision, MLOps, Python",Bachelor,9,Consulting,DeepTech Ventures,
AI00575,Head of AI,115301,SE,Singapore,Singapore,100,"Tableau, Git, Python, TensorFlow, Scala",Bachelor,6,Manufacturing,Smart Analytics,
AI00576,AI Consultant,53116,EN,Sweden,Sweden,0,"Hadoop, Docker, MLOps",Master,0,Retail,Smart Analytics,
AI00577,AI Product Manager,46556,EN,Israel,United States,100,"Mathematics, Data Visualization, Python, SQL, Spark",Bachelor,0,Technology,Autonomous Tech,
AI00578,Computer Vision Engineer,160078,SE,United States,Netherlands,50,"Spark, SQL, Python",PhD,5,Technology,Neural Networks Co,
AI00579,Head of AI,111371,EX,Finland,Finland,0,"SQL, Python, Azure, Docker, NLP",Bachelor,18,Gaming,Cloud AI Solutions,
AI00580,AI Consultant,64072,EN,United Kingdom,United Kingdom,0,"Java, MLOps, Scala, Deep Learning",PhD,0,Automotive,Advanced Robotics,
AI00581,Head of AI,120586,EX,Japan,Singapore,0,"Python, Kubernetes, Computer Vision, GCP",Bachelor,19,Automotive,Predictive Systems,
AI00582,Machine Learning Researcher,182856,EX,Germany,Germany,0,"Java, R, Tableau, Computer Vision",Associate,12,Retail,Future Systems,
AI00583,AI Software Engineer,43117,EN,Israel,Israel,50,"Python, TensorFlow, Git",Bachelor,1,Gaming,Quantum Computing Inc,
AI00584,Machine Learning Engineer,148848,SE,United States,United States,0,"Java, R, PyTorch, Mathematics",Master,6,Education,Cloud AI Solutions,
AI00585,Data Analyst,49630,EN,Sweden,Sweden,100,"Git, Spark, Statistics, MLOps, Mathematics",Bachelor,0,Healthcare,DeepTech Ventures,
AI00586,Autonomous Systems Engineer,112595,MI,United Kingdom,United Kingdom,100,"SQL, Java, Python",Bachelor,2,Healthcare,Algorithmic Solutions,
AI00587,Research Scientist,49185,EN,Japan,Finland,50,"Data Visualization, SQL, Hadoop",PhD,1,Energy,Smart Analytics,
AI00588,AI Software Engineer,87531,MI,Netherlands,Germany,100,"Scala, Data Visualization, Python, MLOps, Azure",Associate,3,Manufacturing,Machine Intelligence Group,
AI00589,AI Consultant,139122,EX,Germany,Germany,50,"R, Kubernetes, Spark, Scala",Master,12,Healthcare,Machine Intelligence Group,
AI00590,Data Scientist,162476,EX,Germany,Germany,0,"Linux, Tableau, Scala, AWS, Data Visualization",PhD,17,Gaming,Cognitive Computing,
AI00591,AI Product Manager,106583,EN,United States,United States,100,"Docker, PyTorch, SQL, Mathematics",Bachelor,1,Real Estate,AI Innovations,
AI00592,Head of AI,160883,EX,Germany,Germany,50,"Git, Linux, Kubernetes, Statistics, Python",PhD,14,Energy,Autonomous Tech,
AI00593,Autonomous Systems Engineer,138000,EX,Ireland,Ireland,0,"Python, PyTorch, R, Hadoop, Docker",Bachelor,11,Healthcare,DeepTech Ventures,
AI00594,Data Scientist,47999,EN,Ireland,Ireland,0,"TensorFlow, Hadoop, Data Visualization, Git, Mathematics",PhD,0,Finance,Neural Networks Co,
AI00595,Machine Learning Researcher,261332,EX,Switzerland,Switzerland,50,"Git, NLP, Deep Learning, Linux, Kubernetes",Associate,10,Education,Neural Networks Co,
AI00596,AI Product Manager,117075,SE,United Kingdom,United Kingdom,100,"Mathematics, Python, Kubernetes",Bachelor,8,Gaming,Machine Intelligence Group,
AI00597,Data Analyst,97771,MI,Singapore,Singapore,0,"Linux, Scala, NLP, Hadoop",Master,3,Telecommunications,Cloud AI Solutions,
AI00598,AI Specialist,79627,EN,United Kingdom,United Kingdom,100,"Spark, Hadoop, PyTorch",Bachelor,1,Gaming,Algorithmic Solutions,
AI00599,Computer Vision Engineer,133019,EX,Ireland,Ireland,0,"Linux, Spark, Mathematics, Hadoop",PhD,15,Transportation,Quantum Computing Inc,
AI00600,Computer Vision Engineer,216253,EX,United Kingdom,United Kingdom,100,"Hadoop, Spark, Linux",PhD,13,Gaming,Smart Analytics,
AI00601,AI Architect,73822,MI,India,India,0,"Python, Linux, Hadoop",PhD,3,Automotive,Digital Transformation LLC,
AI00602,Data Analyst,169842,EX,Germany,Germany,50,"GCP, Mathematics, Git, PyTorch",Associate,15,Education,Digital Transformation LLC,
AI00603,AI Consultant,97370,MI,Sweden,Sweden,100,"Deep Learning, Computer Vision, Tableau, Kubernetes",Master,2,Consulting,Cognitive Computing,
AI00604,Research Scientist,106332,EN,Denmark,Denmark,0,"Kubernetes, Tableau, Docker, Scala",Associate,0,Manufacturing,Machine Intelligence Group,
AI00605,AI Architect,146023,SE,United States,United States,50,"Python, Docker, SQL, AWS, Scala",PhD,5,Finance,Future Systems,
AI00606,AI Software Engineer,167210,EX,Norway,Canada,0,"Scala, TensorFlow, Deep Learning",Master,15,Technology,Neural Networks Co,
AI00607,Research Scientist,46796,MI,Finland,Finland,50,"R, SQL, PyTorch, Mathematics, Deep Learning",Bachelor,2,Telecommunications,Predictive Systems,
AI00608,ML Ops Engineer,87462,EN,Norway,Norway,0,"Git, Statistics, Python",PhD,1,Government,Quantum Computing Inc,
AI00609,AI Software Engineer,45441,EN,Ireland,Ireland,100,"Java, Spark, Azure, SQL, Deep Learning",Bachelor,1,Transportation,Cognitive Computing,
AI00610,NLP Engineer,102462,SE,Israel,France,0,"Python, Hadoop, TensorFlow",Associate,9,Technology,Smart Analytics,
AI00611,AI Architect,140104,MI,Norway,Norway,100,"Deep Learning, PyTorch, Tableau",PhD,2,Consulting,Algorithmic Solutions,
AI00612,Machine Learning Engineer,90291,MI,Netherlands,Netherlands,50,"SQL, PyTorch, Tableau",Master,3,Real Estate,Cloud AI Solutions,
AI00613,AI Software Engineer,303636,EX,Denmark,Denmark,100,"R, Tableau, GCP, MLOps",Master,10,Government,DeepTech Ventures,
AI00614,Data Scientist,99041,EN,United States,Ireland,50,"Python, GCP, Scala, Tableau, Git",Bachelor,1,Consulting,Cognitive Computing,
AI00615,ML Ops Engineer,42279,EN,Finland,South Korea,100,"Statistics, NLP, Python, Kubernetes",Master,1,Transportation,Predictive Systems,
AI00616,AI Architect,65919,SE,India,India,50,"Kubernetes, SQL, MLOps, GCP, Docker",PhD,7,Telecommunications,Advanced Robotics,
AI00617,AI Specialist,101235,SE,Ireland,Ireland,100,"Git, Scala, GCP, Kubernetes, AWS",Bachelor,6,Media,Predictive Systems,
AI00618,Machine Learning Researcher,109969,MI,United States,Singapore,100,"Java, PyTorch, Tableau, MLOps, Kubernetes",PhD,4,Media,Predictive Systems,
AI00619,Robotics Engineer,115496,EX,India,India,100,"SQL, Java, GCP, Data Visualization, Computer Vision",Master,12,Technology,Machine Intelligence Group,
AI00620,AI Consultant,224280,EX,Denmark,Denmark,100,"Scala, PyTorch, SQL, Data Visualization, TensorFlow",Bachelor,18,Retail,Neural Networks Co,
AI00621,Principal Data Scientist,50915,MI,Finland,South Korea,100,"PyTorch, Data Visualization, Spark",Associate,2,Retail,Digital Transformation LLC,
AI00622,AI Specialist,131250,SE,Netherlands,Netherlands,100,"PyTorch, Mathematics, TensorFlow, Hadoop, NLP",Bachelor,9,Gaming,Predictive Systems,
AI00623,Head of AI,76339,SE,Israel,Israel,0,"Computer Vision, SQL, Data Visualization",Bachelor,5,Telecommunications,Digital Transformation LLC,
AI00624,AI Architect,70128,EN,Sweden,Sweden,100,"Scala, SQL, GCP, TensorFlow",Associate,0,Healthcare,AI Innovations,
AI00625,NLP Engineer,123728,SE,Germany,Canada,100,"Linux, Python, Mathematics",PhD,9,Government,Future Systems,
AI00626,Autonomous Systems Engineer,72448,MI,China,China,100,"MLOps, Java, Python, Linux, R",PhD,4,Transportation,Smart Analytics,
AI00627,Principal Data Scientist,90172,SE,Israel,India,50,"Kubernetes, Python, TensorFlow",Associate,7,Consulting,Neural Networks Co,
AI00628,Data Scientist,133372,MI,United States,United States,50,"Azure, GCP, Java, Kubernetes",Master,4,Transportation,Neural Networks Co,
AI00629,Robotics Engineer,215554,SE,Switzerland,Switzerland,50,"Python, Azure, Statistics, GCP",Bachelor,8,Education,AI Innovations,
AI00630,Principal Data Scientist,349562,EX,Denmark,Denmark,100,"Java, GCP, Python, Mathematics, NLP",Associate,15,Finance,TechCorp Inc,
AI00631,AI Product Manager,137181,EX,Israel,Israel,100,"Python, Tableau, Linux",Master,19,Consulting,Machine Intelligence Group,
AI00632,Computer Vision Engineer,61587,EN,Australia,Australia,50,"GCP, Git, PyTorch",Associate,0,Transportation,Cognitive Computing,
AI00633,ML Ops Engineer,151385,EX,Canada,Canada,50,"Mathematics, Java, Spark",Master,14,Consulting,Future Systems,
AI00634,Machine Learning Researcher,109757,SE,Israel,Israel,0,"Scala, Linux, R",Master,7,Consulting,Cognitive Computing,
AI00635,Data Analyst,176838,SE,Norway,Norway,50,"TensorFlow, AWS, Linux",Master,6,Energy,Cognitive Computing,
AI00636,Deep Learning Engineer,92318,MI,Singapore,Australia,100,"Spark, R, Python",PhD,3,Retail,Algorithmic Solutions,
AI00637,Data Analyst,92317,EN,Norway,Norway,50,"Git, R, TensorFlow, AWS",Associate,0,Gaming,Algorithmic Solutions,
AI00638,AI Consultant,100729,SE,China,China,50,"MLOps, Docker, Hadoop, R",PhD,6,Energy,Smart Analytics,
AI00639,Principal Data Scientist,89020,MI,Australia,Australia,50,"Spark, PyTorch, Statistics",PhD,2,Technology,TechCorp Inc,
AI00640,ML Ops Engineer,132294,SE,Netherlands,Netherlands,100,"Python, Linux, Statistics, SQL, Hadoop",Bachelor,5,Government,Cloud AI Solutions,
AI00641,Machine Learning Engineer,85887,SE,Japan,South Korea,100,"TensorFlow, Java, PyTorch, Git, Mathematics",Bachelor,7,Healthcare,Predictive Systems,
AI00642,Data Analyst,66066,MI,Israel,Israel,100,"R, Java, Python, SQL",Bachelor,4,Transportation,Future Systems,
AI00643,Principal Data Scientist,242433,EX,Switzerland,Switzerland,0,"Tableau, Hadoop, SQL, Spark",PhD,15,Retail,Algorithmic Solutions,
AI00644,Machine Learning Researcher,84450,MI,China,China,0,"Docker, PyTorch, GCP, NLP, TensorFlow",Master,3,Telecommunications,Algorithmic Solutions,
AI00645,Autonomous Systems Engineer,69485,MI,India,Netherlands,50,"Linux, Kubernetes, GCP, Git",Associate,4,Healthcare,Autonomous Tech,
AI00646,Research Scientist,116320,EX,Canada,Canada,50,"Kubernetes, Python, Deep Learning",Bachelor,17,Healthcare,Neural Networks Co,
